label	ave_likelihood
Kitl_Kit|wt|Hepatocyte_Erythroid	0.08660558154819564
Jag1_Notch2|wt|Hepatocyte_Erythroid	0.11208915988380797
Jag1_Notch1|wt|Hepatocyte_Erythroid	0.07957518618453326
Jag1_Notch2|wt|Erythroid_Hepatocyte	0.07272879036773389
Jag1_Notch1|wt|Erythroid_Hepatocyte	0.10431588862944882
Jag1_Notch2|wt|Erythroid_Erythroidpro	0.06260585517338042
Kitl_Kit|wt|Hepatocyte_Erythroidpro	0.17075778035746936
Jag1_Notch2|wt|Hepatocyte_Erythroidpro	0.14028813905876952
Jag1_Notch2|wt|Erythroidpro_Hepatocyte	0.08473465883430338
Dll4_Notch2|wt|Erythroidpro_Hepatocyte	0.11174972923735924
