label	ave_likelihood
Kitl_Kit|mut|Hepatocyte_Erythroid	0.09288023158508961
Angpt1_Tek|mut|Hepatocyte_Erythroid	0.2718566554223887
Kitl_Kit|mut|SEC_Erythroid	0.13900951114604587
Kitl_Kit|mut|Erythroidpro_Erythroid	0.06385550370491123
Angpt2_Tek|mut|Erythroidpro_Erythroid	0.08236290176145625
Cdh5_Cdh5|mut|Erythroidpro_Erythroid	0.09208156321016685
Jag1_Notch2|mut|Erythroidpro_Erythroid	0.08539543847287473
Dll1_Notch2|mut|Erythroidpro_Erythroid	0.25118759563285686
Jag1_Notch1|mut|Erythroidpro_Erythroid	0.09847074513933772
Dll1_Notch2|mut|Erythroid_Hepatocyte	0.08538542345678793
Kitl_Kit|mut|Erythroid_Hepatocyte	0.04945689040310814
Jag1_Notch2|mut|Erythroid_Hepatocyte	0.07079122189440057
Efnb2_Ephb4|mut|Erythroid_Hepatocyte	0.08361947952006754
Kitl_Kit|mut|Erythroid_Erythroidpro	0.16906696180055705
Angpt2_Tek|mut|Erythroid_Erythroidpro	0.05187208332216989
Dll4_Notch2|mut|Erythroid_Erythroidpro	0.08244578016256039
Cdh5_Cdh5|mut|Erythroid_Erythroidpro	0.07875244651521328
Jag1_Notch2|mut|Erythroid_Erythroidpro	0.06502886299206152
Dll1_Notch2|mut|Erythroid_Erythroidpro	0.13983006496089162
Dll1_Notch1|mut|Erythroid_Erythroidpro	0.1083348743780378
Jag1_Notch4|mut|Erythroid_Erythroidpro	0.05544338207368819
Jag1_Notch1|mut|Erythroid_Erythroidpro	0.0777546133805258
Jag1_Notch2|mut|Erythroid_Myeloid	0.07913454605398819
Jag1_Notch1|mut|Erythroid_Myeloid	0.09139167026107148
Kitl_Kit|mut|Erythroid_Erythroid	0.10154547115892656
Angpt2_Tek|mut|Erythroid_Erythroid	0.051404838263413646
Jag1_Notch2|mut|Erythroid_Erythroid	0.07115830389243087
Kitl_Kit|mut|Hepatocyte_Erythroidpro	0.2407362256775684
Jag2_Notch2|mut|Hepatocyte_Erythroidpro	0.13288111935494282
Jag1_Notch2|mut|Hepatocyte_Erythroidpro	0.13045665892698516
Jag1_Notch2|mut|Erythroidpro_Hepatocyte	0.029123652211652425
Efnb2_Ephb4|mut|Erythroidpro_Hepatocyte	0.05956735108740949
