label	ave_likelihood
Jag2_Notch2|mut|Erythroid_Erythroidpro|0	0.08124120898040825
Efnb2_Ephb4|mut|Erythroid_Erythroidpro|0	0.1972492525044624
Jag1_Notch1|mut|Erythroid_Erythroidpro|0	0.07530011641344116
Dll1_Notch1|mut|Erythroid_Erythroidpro|0	0.10802994357383185
Jag1_Notch2|mut|Erythroid_Erythroidpro|0	0.07215097284868523
Kitl_Kit|mut|Erythroid_Erythroidpro|0	0.212959720397297
Jag1_Notch4|mut|Erythroid_Erythroidpro|0	0.07287835019247632
Cdh5_Cdh5|mut|Erythroid_Erythroidpro|0	0.07083742355664319
Cd34_Selp|mut|Erythroid_Erythroidpro|0	0.08463639905062328
Dll1_Notch2|mut|Erythroid_Erythroidpro|0	0.05164662388154797
Dll4_Notch2|mut|Erythroid_Erythroidpro|0	0.07280123946407976
Jag2_Notch2|mut|Erythroidpro_Erythroid|0	0.09234455649796683
Efnb2_Ephb4|mut|Erythroidpro_Erythroid|0	0.10255301671553489
Jag1_Notch1|mut|Erythroidpro_Erythroid|0	0.12963054029009113
Jag1_Notch2|mut|Erythroidpro_Erythroid|0	0.12929785040001227
Cdh5_Cdh5|mut|Erythroidpro_Erythroid|0	0.08272439797941068
Dll1_Notch2|mut|Erythroidpro_Erythroid|0	0.10743913432610952
Jag2_Notch2|mut|Erythroid_Erythroidpro|1	0.06910491001895591
Efnb2_Ephb4|mut|Erythroid_Erythroidpro|1	0.1275994657295665
Jag1_Notch1|mut|Erythroid_Erythroidpro|1	0.09573396112936444
Jag1_Notch2|mut|Erythroid_Erythroidpro|1	0.12542827628662634
Angpt2_Tek|mut|Erythroid_Erythroidpro|1	0.039920671436265646
Kitl_Kit|mut|Erythroid_Erythroidpro|1	0.11708584878330056
Jag1_Notch4|mut|Erythroid_Erythroidpro|1	0.07928407087287037
Cdh5_Cdh5|mut|Erythroid_Erythroidpro|1	0.08648675453701232
Jag1_Notch3|mut|Erythroid_Erythroidpro|1	0.09769450830208194
Jag2_Notch1|mut|Erythroid_Erythroidpro|1	0.12316176316710392
Dll4_Notch1|mut|Erythroid_Erythroidpro|1	0.09452287229569926
Jag2_Notch2|mut|Erythroidpro_Erythroid|1	0.15501976222416275
Efnb2_Ephb4|mut|Erythroidpro_Erythroid|1	0.11909661758285586
Jag1_Notch1|mut|Erythroidpro_Erythroid|1	0.14956175861190396
Dll1_Notch1|mut|Erythroidpro_Erythroid|1	0.2685253281529534
Jag1_Notch2|mut|Erythroidpro_Erythroid|1	0.12764744172092446
Kitl_Kit|mut|Erythroidpro_Erythroid|1	0.12470619695461842
Cdh5_Cdh5|mut|Erythroidpro_Erythroid|1	0.06322552224734364
Dll1_Notch2|mut|Erythroidpro_Erythroid|1	0.1320532802170563
Jag2_Notch1|mut|Erythroidpro_Erythroid|1	0.2834533841535227
Efnb2_Ephb4|mut|Hepatocyte_Erythroid|1	0.10361421376915952
Kitl_Kit|mut|Erythroid_Erythroid|1	0.12332544793423207
Jag1_Notch2|mut|Erythroid_Erythroid|1	0.061785481212247174
Jag1_Notch2|mut|Erythroid_Myeloid|1	0.06951592522526903
Jag2_Notch2|mut|Erythroid_Erythroidpro|2	0.09438494155369288
Efnb2_Ephb4|mut|Erythroid_Erythroidpro|2	0.16399668916485444
Jag1_Notch1|mut|Erythroid_Erythroidpro|2	0.1015570508669629
Dll1_Notch1|mut|Erythroid_Erythroidpro|2	0.0995122762225992
Jag1_Notch2|mut|Erythroid_Erythroidpro|2	0.07447379333002963
Cdh5_Cdh5|mut|Erythroid_Erythroidpro|2	0.0530707656188719
Dll1_Notch2|mut|Erythroid_Erythroidpro|2	0.1317644443646694
Jag2_Notch1|mut|Erythroid_Erythroidpro|2	0.1346547653320181
Efnb2_Ephb4|mut|Erythroidpro_Erythroid|2	0.16814483774244415
Jag1_Notch1|mut|Erythroidpro_Erythroid|2	0.10716233705735972
Jag1_Notch2|mut|Erythroidpro_Erythroid|2	0.07086866906093171
Kitl_Kit|mut|Erythroidpro_Erythroid|2	0.1762518915715349
Cdh5_Cdh5|mut|Erythroidpro_Erythroid|2	0.05236478823712043
Jag2_Notch1|mut|Erythroidpro_Erythroid|2	0.06818566788801945
Dll4_Notch1|mut|Erythroidpro_Erythroid|2	0.1264719071157618
Jag1_Notch2|mut|Hepatocyte_Erythroid|2	0.052916398346221125
Jag1_Notch1|mut|Erythroid_Erythroid|2	0.12832789042149978
Jag1_Notch1|mut|Hepatocyte_Erythroidpro|2	0.12964975107123855
Jag2_Notch2|mut|Erythroid_Erythroidpro|3	0.12209417611378023
Efnb2_Ephb4|mut|Erythroid_Erythroidpro|3	0.07496224296556646
Jag1_Notch1|mut|Erythroid_Erythroidpro|3	0.10651465896201955
Dll1_Notch1|mut|Erythroid_Erythroidpro|3	0.1569957772457586
Jag1_Notch2|mut|Erythroid_Erythroidpro|3	0.07383419298807108
Angpt2_Tek|mut|Erythroid_Erythroidpro|3	0.05783564549424761
Kitl_Kit|mut|Erythroid_Erythroidpro|3	0.09731563595043043
Cdh5_Cdh5|mut|Erythroid_Erythroidpro|3	0.04038165713991571
Dll1_Notch2|mut|Erythroid_Erythroidpro|3	0.0852392215845951
Jag2_Notch1|mut|Erythroid_Erythroidpro|3	0.21272135009388257
Jag2_Notch2|mut|Erythroidpro_Erythroid|3	0.1148066943668554
Efnb2_Ephb4|mut|Erythroidpro_Erythroid|3	0.14132094686539848
Jag1_Notch1|mut|Erythroidpro_Erythroid|3	0.12522494183938757
Jag1_Notch2|mut|Erythroidpro_Erythroid|3	0.11721177779519668
Angpt2_Tek|mut|Erythroidpro_Erythroid|3	0.04487839988610295
Kitl_Kit|mut|Erythroidpro_Erythroid|3	0.28366291172028235
Jag1_Notch4|mut|Erythroidpro_Erythroid|3	0.10610497695833096
Cdh5_Cdh5|mut|Erythroidpro_Erythroid|3	0.04438562503690778
Dll1_Notch2|mut|Erythroidpro_Erythroid|3	0.1726055813502327
Dll4_Notch2|mut|Erythroidpro_Erythroid|3	0.17860115621650163
Jag2_Notch2|mut|Erythroid_Erythroid|3	0.1175799245012737
Jag1_Notch1|mut|Erythroid_Erythroid|3	0.09897536556006688
Jag1_Notch2|mut|Erythroid_Erythroid|3	0.07165861037305533
Kitl_Kit|mut|Erythroid_Erythroid|3	0.11046768771587713
Dll1_Notch2|mut|Erythroid_Erythroid|3	0.08856119111217241
Jag2_Notch2|mut|Erythroid_Erythroidpro|4	0.1138657536629124
Efnb2_Ephb4|mut|Erythroid_Erythroidpro|4	0.0898000711894977
Jag1_Notch1|mut|Erythroid_Erythroidpro|4	0.08854973743200013
Jag2_Notch1|mut|Erythroid_Erythroidpro|4	0.15683185393574212
Jag1_Notch2|mut|Erythroid_Erythroidpro|4	0.07228500415298236
Jag2_Notch2|mut|Erythroidpro_Erythroid|4	0.1441055340397192
Efnb2_Ephb4|mut|Erythroidpro_Erythroid|4	0.13234548611073407
Jag1_Notch1|mut|Erythroidpro_Erythroid|4	0.09415120636403562
Dll1_Notch1|mut|Erythroidpro_Erythroid|4	0.08945391490804079
Jag1_Notch2|mut|Erythroidpro_Erythroid|4	0.12948813019198815
Angpt2_Tek|mut|Erythroidpro_Erythroid|4	0.046213580406650134
Kitl_Kit|mut|Erythroidpro_Erythroid|4	0.16350894303511052
Jag1_Notch3|mut|Erythroidpro_Erythroid|4	0.05787696876058837
Cd34_Selp|mut|Erythroidpro_Erythroid|4	0.15327654457628848
Dll1_Notch2|mut|Erythroidpro_Erythroid|4	0.1501360536290194
Jag2_Notch1|mut|Erythroidpro_Erythroid|4	0.09742669396555839
Efnb2_Ephb4|mut|Erythroid_Erythroidpro|5	0.13714066977003012
Jag1_Notch1|mut|Erythroid_Erythroidpro|5	0.1396855633682215
Dll1_Notch1|mut|Erythroid_Erythroidpro|5	0.22893886422653104
Jag1_Notch2|mut|Erythroid_Erythroidpro|5	0.09605708108360883
Angpt2_Tek|mut|Erythroid_Erythroidpro|5	0.0488404650795191
Cdh5_Cdh5|mut|Erythroid_Erythroidpro|5	0.027405316632878516
Dll1_Notch2|mut|Erythroid_Erythroidpro|5	0.17810501058459108
Jag2_Notch1|mut|Erythroid_Erythroidpro|5	0.19445993233176045
Efnb2_Ephb4|mut|Erythroidpro_Erythroid|5	0.20569169951668306
Jag1_Notch1|mut|Erythroidpro_Erythroid|5	0.11576518459248938
Dll1_Notch1|mut|Erythroidpro_Erythroid|5	0.20666719781973594
Jag1_Notch2|mut|Erythroidpro_Erythroid|5	0.1112345159775952
Kitl_Kit|mut|Erythroidpro_Erythroid|5	0.1614081201205945
Jag1_Notch4|mut|Erythroidpro_Erythroid|5	0.0981040562777887
Cdh5_Cdh5|mut|Erythroidpro_Erythroid|5	0.03154015330119334
Dll1_Notch2|mut|Erythroidpro_Erythroid|5	0.08130022012446161
Efnb2_Ephb4|mut|Erythroid_Erythroid|5	0.08732452780204653
Jag1_Notch2|mut|Erythroid_Erythroid|5	0.10603174486606189
Jag2_Notch2|mut|Erythroid_Erythroidpro|6	0.0998555362443297
Efnb2_Ephb4|mut|Erythroid_Erythroidpro|6	0.19777300616527352
Jag1_Notch1|mut|Erythroid_Erythroidpro|6	0.08125704042705088
Dll1_Notch1|mut|Erythroid_Erythroidpro|6	0.1932517918617941
Jag1_Notch2|mut|Erythroid_Erythroidpro|6	0.09725672239803718
Jag2_Notch4|mut|Erythroid_Erythroidpro|6	0.057490978365438
Angpt2_Tek|mut|Erythroid_Erythroidpro|6	0.08214188881137523
Kitl_Kit|mut|Erythroid_Erythroidpro|6	0.12676980469144566
Cdh5_Cdh5|mut|Erythroid_Erythroidpro|6	0.07361927213194798
Dll1_Notch2|mut|Erythroid_Erythroidpro|6	0.12144153192614016
Jag2_Notch1|mut|Erythroid_Erythroidpro|6	0.12984128424750496
Jag2_Notch2|mut|Erythroidpro_Erythroid|6	0.09986588188188354
Efnb2_Ephb4|mut|Erythroidpro_Erythroid|6	0.10758958134101614
Jag1_Notch1|mut|Erythroidpro_Erythroid|6	0.11049957821475101
Dll1_Notch1|mut|Erythroidpro_Erythroid|6	0.10808542349062793
Jag1_Notch2|mut|Erythroidpro_Erythroid|6	0.096887777401357
Kitl_Kit|mut|Erythroidpro_Erythroid|6	0.1652320301142537
Jag1_Notch4|mut|Erythroidpro_Erythroid|6	0.07089385220435307
Cdh5_Cdh5|mut|Erythroidpro_Erythroid|6	0.08812436609414494
Cd34_Selp|mut|Erythroidpro_Erythroid|6	0.0949815657807518
Dll1_Notch2|mut|Erythroidpro_Erythroid|6	0.1672611308707455
Jag2_Notch2|mut|Erythroid_Erythroidpro|7	0.06867213482463964
Efnb2_Ephb4|mut|Erythroid_Erythroidpro|7	0.06621846679415126
Jag1_Notch1|mut|Erythroid_Erythroidpro|7	0.09272663502163749
Angpt2_Tek|mut|Erythroid_Erythroidpro|7	0.05708516715023063
Kitl_Kit|mut|Erythroid_Erythroidpro|7	0.14839390637770195
Jag1_Notch2|mut|Erythroid_Erythroidpro|7	0.10230261667373412
Dll1_Notch2|mut|Erythroid_Erythroidpro|7	0.1344409537274314
Jag2_Notch2|mut|Erythroidpro_Erythroid|7	0.12731495229114864
Efnb2_Ephb4|mut|Erythroidpro_Erythroid|7	0.21756135765540002
Jag1_Notch1|mut|Erythroidpro_Erythroid|7	0.12376913784027424
Jag1_Notch2|mut|Erythroidpro_Erythroid|7	0.11933393826879896
Kitl_Kit|mut|Erythroidpro_Erythroid|7	0.19804360434604185
Dll1_Notch2|mut|Erythroidpro_Erythroid|7	0.12889007878689085
Jag2_Notch1|mut|Erythroidpro_Erythroid|7	0.08522273358485087
Dll1_Notch1|mut|Erythroid_Erythroid|7	0.12028725320159682
Kitl_Kit|mut|Erythroid_Erythroid|7	0.09762234525253195
Jag1_Notch2|mut|Erythroidpro_Erythroidpro|7	0.07398334601670417
Efnb2_Ephb4|mut|Erythroid_Erythroidpro|8	0.16606968488752644
Jag1_Notch1|mut|Erythroid_Erythroidpro|8	0.08803906669597021
Dll1_Notch1|mut|Erythroid_Erythroidpro|8	0.1484684627671589
Kitl_Kit|mut|Erythroid_Erythroidpro|8	0.07504898995766882
Cd34_Selp|mut|Erythroid_Erythroidpro|8	0.16268165035548623
Jag1_Notch2|mut|Erythroid_Erythroidpro|8	0.09205822745685194
Dll1_Notch2|mut|Erythroid_Erythroidpro|8	0.0682564747571873
Cdh5_Cdh5|mut|Erythroid_Erythroidpro|8	0.040494389210614455
Jag2_Notch2|mut|Erythroidpro_Erythroid|8	0.09975638943325876
Jag1_Notch1|mut|Erythroidpro_Erythroid|8	0.10485014610118143
Jag1_Notch2|mut|Erythroidpro_Erythroid|8	0.11980224153589975
Kitl_Kit|mut|Erythroidpro_Erythroid|8	0.21073839513918485
Cdh5_Cdh5|mut|Erythroidpro_Erythroid|8	0.05644404203717166
Jag2_Notch1|mut|Erythroidpro_Erythroid|8	0.1507435616667577
Efnb2_Ephb4|mut|Erythroid_Erythroid|8	0.12999442307426679
Jag2_Notch2|mut|Erythroid_Erythroidpro|9	0.13959151914785614
Efnb2_Ephb4|mut|Erythroid_Erythroidpro|9	0.09939333140544794
Jag1_Notch1|mut|Erythroid_Erythroidpro|9	0.11421540542004024
Jag1_Notch2|mut|Erythroid_Erythroidpro|9	0.11885854269888603
Kitl_Kit|mut|Erythroid_Erythroidpro|9	0.11572193225639427
Jag2_Notch1|mut|Erythroid_Erythroidpro|9	0.12482075871925984
Efnb2_Ephb4|mut|Erythroidpro_Erythroid|9	0.11753749031436946
Jag1_Notch1|mut|Erythroidpro_Erythroid|9	0.11203240166600387
Dll1_Notch1|mut|Erythroidpro_Erythroid|9	0.16236884142418645
Jag1_Notch2|mut|Erythroidpro_Erythroid|9	0.0664495659564025
Kitl_Kit|mut|Erythroidpro_Erythroid|9	0.1935225128381318
Jag1_Notch4|mut|Erythroidpro_Erythroid|9	0.03992048344714693
Dll1_Notch2|mut|Erythroidpro_Erythroid|9	0.0826464495582566
Jag2_Notch2|mut|Erythroid_Erythroidpro|10	0.1036601337002687
Efnb2_Ephb4|mut|Erythroid_Erythroidpro|10	0.04217800391823086
Jag1_Notch1|mut|Erythroid_Erythroidpro|10	0.12918844939927457
Dll1_Notch1|mut|Erythroid_Erythroidpro|10	0.16568808973313434
Jag1_Notch2|mut|Erythroid_Erythroidpro|10	0.08772773252387771
Angpt2_Tek|mut|Erythroid_Erythroidpro|10	0.04659478103635202
Kitl_Kit|mut|Erythroid_Erythroidpro|10	0.15554939287580086
Cdh5_Cdh5|mut|Erythroid_Erythroidpro|10	0.08032080611773448
Dll1_Notch2|mut|Erythroid_Erythroidpro|10	0.12375373248600899
Jag2_Notch1|mut|Erythroid_Erythroidpro|10	0.1500202335515597
Jag2_Notch2|mut|Erythroidpro_Erythroid|10	0.15798755921986005
Efnb2_Ephb4|mut|Erythroidpro_Erythroid|10	0.09339879114373333
Jag1_Notch1|mut|Erythroidpro_Erythroid|10	0.14510723572094786
Jag1_Notch2|mut|Erythroidpro_Erythroid|10	0.12677051728166552
Angpt2_Tek|mut|Erythroidpro_Erythroid|10	0.06866950029559736
Kitl_Kit|mut|Erythroidpro_Erythroid|10	0.2789060582820935
Jag1_Notch4|mut|Erythroidpro_Erythroid|10	0.11438112220579277
Cdh5_Cdh5|mut|Erythroidpro_Erythroid|10	0.0892058365463092
Cd34_Selp|mut|Erythroidpro_Erythroid|10	0.10588194103748369
Dll4_Notch2|mut|Erythroidpro_Erythroid|10	0.2241028547333167
Efnb2_Ephb4|mut|Erythroid_Erythroid|10	0.19374392965653606
Jag1_Notch1|mut|Erythroid_Erythroid|10	0.05407319748110194
Jag1_Notch2|mut|Erythroid_Erythroid|10	0.08007578473086899
Efnb2_Ephb4|mut|Erythroid_Erythroidpro|11	0.10320208233676798
Jag1_Notch1|mut|Erythroid_Erythroidpro|11	0.09301391737932674
Jag1_Notch2|mut|Erythroid_Erythroidpro|11	0.12146179128383497
Kitl_Kit|mut|Erythroid_Erythroidpro|11	0.16633379602863485
Jag1_Notch4|mut|Erythroid_Erythroidpro|11	0.030617020456943405
Cdh5_Cdh5|mut|Erythroid_Erythroidpro|11	0.06285602905591195
Jag2_Notch2|mut|Erythroidpro_Erythroid|11	0.06142014999289636
Efnb2_Ephb4|mut|Erythroidpro_Erythroid|11	0.10648634702974637
Jag1_Notch1|mut|Erythroidpro_Erythroid|11	0.09808738314057298
Dll1_Notch1|mut|Erythroidpro_Erythroid|11	0.16725067120741186
Jag1_Notch2|mut|Erythroidpro_Erythroid|11	0.11188032079162187
Kitl_Kit|mut|Erythroidpro_Erythroid|11	0.17733133414440422
Cdh5_Cdh5|mut|Erythroidpro_Erythroid|11	0.06920540984527022
Dll1_Notch2|mut|Erythroidpro_Erythroid|11	0.07275341954760732
Kitl_Kit|mut|Erythroidpro_Erythroidpro|11	0.1788426561106905
Efnb2_Ephb4|mut|SEC_Erythroid|11	0.19927911188898975
Efnb2_Ephb4|mut|SEC_Erythroidpro|11	0.21902029290770775
Efnb2_Ephb4|mut|Erythroid_Erythroidpro|12	0.12816018736859347
