source_cell_idx	receptor_cell_idx	likelihood	ligand_recptor	source_cell_type	target_cell_type
37	24	0.023946012573850164	Angpt1_Tek	Erythroid	Hepatocyte
37	52	0.24488595653141695	Angpt1_Tek	Erythroid	Hepatocyte
153	238	0.2144699023379455	Angpt1_Tek	Erythroid	Erythroidpro
212	126	0.011692441321190525	Angpt1_Tek	Hepatocyte	Erythroid
212	225	0.05645547435811298	Angpt1_Tek	Hepatocyte	Erythroid
227	184	0.09273466690590193	Angpt1_Tek	Macrophage	Erythroid
227	197	0.14402771124180755	Angpt1_Tek	Macrophage	Hepatocyte
227	269	0.03483211821806424	Angpt1_Tek	Macrophage	Erythroid
227	287	0.0833466248262073	Angpt1_Tek	Macrophage	Hepatocyte
259	210	0.19521336770812148	Angpt1_Tek	Erythroid	Hepatocyte
259	253	0.18582915763589977	Angpt1_Tek	Erythroid	Hepatocyte
300	184	0.04356550956836699	Angpt1_Tek	SEC	Erythroid
300	254	0.1696417338742699	Angpt1_Tek	SEC	Erythroid
300	290	0.059404471778714434	Angpt1_Tek	SEC	Erythroid
300	304	0.014013287925472859	Angpt1_Tek	SEC	Erythroid
300	337	0.11302606196062429	Angpt1_Tek	SEC	Erythroid
311	294	0.06981399828121415	Angpt1_Tek	Erythroid	Myeloid
317	210	0.017460806478142188	Angpt1_Tek	Myeloid	Hepatocyte
317	337	0.2823079026197439	Angpt1_Tek	Myeloid	Erythroid
317	358	0.011687034284166712	Angpt1_Tek	Myeloid	Erythroid
323	320	0.09002563514071145	Angpt1_Tek	Erythroid	Erythroidpro
334	294	0.028414445666615173	Angpt1_Tek	Erythroid	Myeloid
5	20	0.1162128609176759	Angpt2_Tek	Erythroidpro	Erythroid
5	76	0.024487899584115787	Angpt2_Tek	Erythroidpro	Erythroid
5	77	0.03779901031759053	Angpt2_Tek	Erythroidpro	Erythroid
15	76	0.01034250749045802	Angpt2_Tek	Hepatocyte	Erythroid
25	20	0.11405921897412608	Angpt2_Tek	Hepatocyte	Erythroid
25	76	0.02754428575027023	Angpt2_Tek	Hepatocyte	Erythroid
25	77	0.0455697935593695	Angpt2_Tek	Hepatocyte	Erythroid
28	24	0.03934728728474017	Angpt2_Tek	Erythroid	Hepatocyte
30	74	0.017452929270314835	Angpt2_Tek	Hepatocyte	Erythroid
30	76	0.012642290203020882	Angpt2_Tek	Hepatocyte	Erythroid
37	52	0.24622216112720569	Angpt2_Tek	Erythroid	Hepatocyte
46	76	0.10264296778260558	Angpt2_Tek	Erythroidpro	Erythroid
48	104	0.0552894053013694	Angpt2_Tek	Hepatocyte	Erythroid
56	24	0.03546658803242624	Angpt2_Tek	Erythroid	Hepatocyte
63	24	0.04405722896873935	Angpt2_Tek	Erythroid	Hepatocyte
