source_cell_idx	receptor_cell_idx	likelihood	ligand_recptor	source_cell_type	target_cell_type
62	43	0.019176909773768923	Angpt1_Tek	Erythroid	AEC
62	163	0.014754036663647892	Angpt1_Tek	Erythroid	Erythroidpro
84	92	0.020813339638397002	Angpt1_Tek	Hepatocyte	Erythroid
84	98	0.03129030657727627	Angpt1_Tek	Hepatocyte	Erythroid
84	122	0.02424764924229192	Angpt1_Tek	Hepatocyte	Erythroid
84	157	0.01573935058649695	Angpt1_Tek	Hepatocyte	Erythroid
97	144	0.16459019444346001	Angpt1_Tek	Erythroid	Erythroidpro
97	163	0.057861503662227004	Angpt1_Tek	Erythroid	Erythroidpro
145	163	0.02847988146902845	Angpt1_Tek	Erythroid	Erythroidpro
235	99	0.08914871105464854	Angpt1_Tek	Myeloid	Erythroid
235	196	0.01349723808669237	Angpt1_Tek	Myeloid	Erythroid
35	14	0.024345331061578376	Angpt2_Tek	AEC	Erythroidpro
96	163	0.0156745043233983	Angpt2_Tek	Myeloid	Erythroidpro
184	235	0.1620815733594949	Angpt2_Tek	Erythroid	Myeloid
197	235	0.024218504664328577	Angpt2_Tek	Erythroid	Myeloid
221	235	0.014006606845834666	Angpt2_Tek	Hepatocyte	Myeloid
271	235	0.010784727557872955	Angpt2_Tek	Erythroid	Myeloid
63	12	0.025577355734929842	Kitl_Kit	Erythroid	Erythroidpro
63	40	0.11619832792560654	Kitl_Kit	Erythroid	Erythroidpro
63	41	0.49173677626111123	Kitl_Kit	Erythroid	Erythroid
63	43	0.016265175438203154	Kitl_Kit	Erythroid	AEC
141	40	0.07086816358058996	Kitl_Kit	Erythroidpro	Erythroidpro
141	71	0.036415520958759634	Kitl_Kit	Erythroidpro	Erythroid
141	81	0.038115735928900996	Kitl_Kit	Erythroidpro	Erythroid
141	87	0.0672191912949131	Kitl_Kit	Erythroidpro	Erythroid
141	88	0.08731491291961224	Kitl_Kit	Erythroidpro	Erythroid
141	97	0.09389736633931506	Kitl_Kit	Erythroidpro	Erythroid
141	101	0.040357289942612964	Kitl_Kit	Erythroidpro	Erythroid
141	112	0.1031369661011028	Kitl_Kit	Erythroidpro	Erythroid
141	118	0.04210445620874195	Kitl_Kit	Erythroidpro	Erythroid
141	146	0.18165241320257938	Kitl_Kit	Erythroidpro	Hepatocyte
141	168	0.17841838623249176	Kitl_Kit	Erythroidpro	Hepatocyte
141	172	0.08994737743856233	Kitl_Kit	Erythroidpro	Erythroid
141	189	0.02737475746451761	Kitl_Kit	Erythroidpro	Erythroid
141	219	0.06312773252776537	Kitl_Kit	Erythroidpro	Erythroid
168	141	0.010182912138375784	Kitl_Kit	Hepatocyte	Erythroidpro
168	147	0.045057674507993174	Kitl_Kit	Hepatocyte	Erythroidpro
168	172	0.02123206518717986	Kitl_Kit	Hepatocyte	Erythroid
168	185	0.012008703726261394	Kitl_Kit	Hepatocyte	Erythroidpro
168	189	0.01854700289024057	Kitl_Kit	Hepatocyte	Erythroid
168	213	0.24002618098880307	Kitl_Kit	Hepatocyte	Erythroidpro
168	219	0.1386162475024513	Kitl_Kit	Hepatocyte	Erythroid
168	239	0.07272967261905322	Kitl_Kit	Hepatocyte	Erythroid
177	114	0.0161142275967061	Kitl_Kit	Erythroid	Myeloid
177	137	0.0209704341399517	Kitl_Kit	Erythroid	Myeloid
177	221	0.015498384457658753	Kitl_Kit	Erythroid	Hepatocyte
177	229	0.01596516579002932	Kitl_Kit	Erythroid	Hepatocyte
235	111	0.026697302326170746	Kitl_Kit	Myeloid	Erythroid
235	167	0.03204357792652379	Kitl_Kit	Myeloid	Erythroid
235	176	0.24072591599462148	Kitl_Kit	Myeloid	Erythroid
235	177	0.027404762069195367	Kitl_Kit	Myeloid	Erythroid
235	181	0.06100083420795202	Kitl_Kit	Myeloid	Erythroid
235	184	0.04910123134689963	Kitl_Kit	Myeloid	Erythroid
235	211	0.061269923607087995	Kitl_Kit	Myeloid	Erythroid
235	221	0.07143959982668709	Kitl_Kit	Myeloid	Hepatocyte
235	229	0.01609219588988682	Kitl_Kit	Myeloid	Hepatocyte
235	271	0.30380317880309904	Kitl_Kit	Myeloid	Erythroid
267	167	0.037875512267938116	Kitl_Kit	MK	Erythroid
267	237	0.033406574183924606	Kitl_Kit	MK	Erythroid
267	253	0.3811468488570146	Kitl_Kit	MK	Erythroid
267	259	0.05069774851692431	Kitl_Kit	MK	Hepatocyte
147	199	0.016626354631851466	Cd34_Selp	Erythroidpro	Erythroid
233	199	0.0639564696108528	Cd34_Selp	MK	Erythroid
256	199	0.09188306826920849	Cd34_Selp	MK	Erythroid
96	144	0.15780253775850178	Cdh5_Cdh5	Myeloid	Erythroidpro
104	135	0.029251899090081187	Cdh5_Cdh5	Myeloid	Erythroid
135	104	0.029251899005489253	Cdh5_Cdh5	Erythroid	Myeloid
144	96	0.1578025435450172	Cdh5_Cdh5	Erythroidpro	Myeloid
34	43	0.017441686815766088	Efnb2_Ephb4	Erythroid	AEC
34	63	0.043194152924676585	Efnb2_Ephb4	Erythroid	Erythroid
37	63	0.2293644076956634	Efnb2_Ephb4	Erythroid	Erythroid
44	31	0.04793377104200353	Efnb2_Ephb4	Myeloid	Hepatocyte
44	64	0.2488444485910778	Efnb2_Ephb4	Myeloid	Hepatocyte
44	127	0.09037268732006933	Efnb2_Ephb4	Myeloid	Erythroid
82	99	0.016802741110020704	Efnb2_Ephb4	MK	Erythroid
82	166	0.04803139627297598	Efnb2_Ephb4	MK	Erythroid
99	64	0.028716516120971203	Efnb2_Ephb4	Erythroid	Hepatocyte
111	159	0.09472378354340336	Efnb2_Ephb4	Erythroid	Myeloid
144	97	0.012788473877798029	Efnb2_Ephb4	Erythroidpro	Erythroid
149	212	0.05356509583538897	Efnb2_Ephb4	Erythroid	Hepatocyte
150	151	0.016942212678895157	Efnb2_Ephb4	Hepatocyte	Erythroid
150	166	0.21306593584243314	Efnb2_Ephb4	Hepatocyte	Erythroid
151	150	0.0781192317468644	Efnb2_Ephb4	Erythroid	Hepatocyte
151	159	0.05107196747600634	Efnb2_Ephb4	Erythroid	Myeloid
151	180	0.06032231045379847	Efnb2_Ephb4	Erythroid	Hepatocyte
151	183	0.15370658784377897	Efnb2_Ephb4	Erythroid	Myeloid
151	212	0.12239475442984458	Efnb2_Ephb4	Erythroid	Hepatocyte
151	221	0.033209199328392974	Efnb2_Ephb4	Erythroid	Hepatocyte
151	226	0.040450370101266606	Efnb2_Ephb4	Erythroid	Hepatocyte
159	127	0.13865941432071863	Efnb2_Ephb4	Myeloid	Erythroid
159	149	0.026125724557394602	Efnb2_Ephb4	Myeloid	Erythroid
159	187	0.09219829163383168	Efnb2_Ephb4	Myeloid	Erythroid
178	212	0.13627914260174	Efnb2_Ephb4	Erythroid	Hepatocyte
182	187	0.11433255301030862	Efnb2_Ephb4	Hepatocyte	Erythroid
182	219	0.03643054927978065	Efnb2_Ephb4	Hepatocyte	Erythroid
183	149	0.045144050343084385	Efnb2_Ephb4	Myeloid	Erythroid
183	151	0.10411104101717647	Efnb2_Ephb4	Myeloid	Erythroid
183	166	0.05215755092665027	Efnb2_Ephb4	Myeloid	Erythroid
183	187	0.01811295083664851	Efnb2_Ephb4	Myeloid	Erythroid
187	84	0.02740077338965959	Efnb2_Ephb4	Erythroid	Hepatocyte
191	150	0.015433537015500357	Efnb2_Ephb4	Erythroid	Hepatocyte
191	180	0.011493684406449236	Efnb2_Ephb4	Erythroid	Hepatocyte
191	183	0.049129484852284404	Efnb2_Ephb4	Erythroid	Myeloid
199	212	0.020427640200991	Efnb2_Ephb4	Erythroid	Hepatocyte
199	259	0.021819980142006045	Efnb2_Ephb4	Erythroid	Hepatocyte
211	150	0.09434896878054616	Efnb2_Ephb4	Erythroid	Hepatocyte
211	180	0.012674842036311277	Efnb2_Ephb4	Erythroid	Hepatocyte
235	166	0.20682381074399395	Efnb2_Ephb4	Myeloid	Erythroid
235	176	0.030149156904642073	Efnb2_Ephb4	Myeloid	Erythroid
235	180	0.1158070784643415	Efnb2_Ephb4	Myeloid	Hepatocyte
235	221	0.019227515363192546	Efnb2_Ephb4	Myeloid	Hepatocyte
250	166	0.03082552573003293	Efnb2_Ephb4	Erythroid	Erythroid
250	212	0.01165334877461816	Efnb2_Ephb4	Erythroid	Hepatocyte
250	226	0.17462404062518133	Efnb2_Ephb4	Erythroid	Hepatocyte
253	212	0.0845125810817537	Efnb2_Ephb4	Erythroid	Hepatocyte
253	265	0.0490868938030532	Efnb2_Ephb4	Erythroid	Erythroid
19	69	0.012631532301272112	Dll1_Notch1	Erythroidpro	Myeloid
19	75	0.01667319495758994	Dll1_Notch1	Erythroidpro	Myeloid
177	130	0.06568894539622391	Dll1_Notch1	Erythroid	MK
177	150	0.01175408568955404	Dll1_Notch1	Erythroid	Hepatocyte
177	158	0.07408152840266144	Dll1_Notch1	Erythroid	Hepatocyte
19	98	0.027025938520117386	Dll1_Notch3	Erythroidpro	Erythroid
177	235	0.07757409861482481	Dll1_Notch3	Erythroid	Myeloid
177	235	0.32989325671798037	Dll1_Notch4	Erythroid	Myeloid
98	75	0.07891615155539848	Dll4_Notch1	Erythroid	Myeloid
183	109	0.01665343767806754	Dll4_Notch1	Myeloid	Erythroid
183	150	0.01866149780443544	Dll4_Notch1	Myeloid	Hepatocyte
183	158	0.040646593502441944	Dll4_Notch1	Myeloid	Hepatocyte
183	191	0.09326747377105661	Dll4_Notch1	Myeloid	Erythroid
183	253	0.024247101939296852	Dll4_Notch1	Myeloid	Erythroid
187	141	0.06212056734712923	Dll4_Notch1	Erythroid	Erythroidpro
187	182	0.04627476229535597	Dll4_Notch1	Erythroid	Hepatocyte
