source_cell_idx	receptor_cell_idx	likelihood	ligand_recptor	source_cell_type	target_cell_type
23	52	0.03705954373163015	Angpt2_Tek	SEC	Myeloid
10	9	0.03467433479600376	Kitl_Kit	SEC	Erythroidpro
10	52	0.06631150755823467	Kitl_Kit	SEC	Myeloid
10	64	0.26827944487157374	Kitl_Kit	SEC	Erythroidpro
131	57	0.20844295835268478	Kitl_Kit	SEC	Erythroid
131	135	0.09879013666002595	Kitl_Kit	SEC	Erythroid
131	144	0.16984993952124317	Kitl_Kit	SEC	Erythroid
131	154	0.09723478650298553	Kitl_Kit	SEC	Erythroid
131	161	0.03028370456623445	Kitl_Kit	SEC	Erythroid
131	165	0.050910303448200626	Kitl_Kit	SEC	Erythroid
131	177	0.017704539302467848	Kitl_Kit	SEC	Erythroidpro
131	179	0.030120296256482246	Kitl_Kit	SEC	Hepatocyte
131	192	0.015871781514406432	Kitl_Kit	SEC	Hepatocyte
131	196	0.0394338616042954	Kitl_Kit	SEC	Erythroid
141	48	0.017310053813450032	Kitl_Kit	Erythroidpro	Erythroid
141	60	0.010719155895320298	Kitl_Kit	Erythroidpro	SEC
141	78	0.3425715408275639	Kitl_Kit	Erythroidpro	SEC
141	93	0.2689493652499344	Kitl_Kit	Erythroidpro	Erythroid
141	108	0.035626264555901725	Kitl_Kit	Erythroidpro	SEC
141	121	0.3153323866711339	Kitl_Kit	Erythroidpro	Myeloid
141	129	0.042552537437789945	Kitl_Kit	Erythroidpro	Myeloid
176	78	0.052703292278775224	Kitl_Kit	Erythroid	SEC
176	93	0.01059228753267927	Kitl_Kit	Erythroid	Erythroid
176	108	0.030351581699548883	Kitl_Kit	Erythroid	SEC
176	115	0.026098927776634907	Kitl_Kit	Erythroid	SEC
176	131	0.018766609351160535	Kitl_Kit	Erythroid	SEC
176	143	0.025268031327550008	Kitl_Kit	Erythroid	SEC
176	150	0.012848116822239325	Kitl_Kit	Erythroid	SEC
176	158	0.13802467183803738	Kitl_Kit	Erythroid	Erythroid
176	170	0.15967899549531875	Kitl_Kit	Erythroid	Erythroidpro
176	171	0.0495025184308555	Kitl_Kit	Erythroid	Hepatocyte
176	177	0.13043930927594588	Kitl_Kit	Erythroid	Erythroidpro
176	182	0.021629657794090106	Kitl_Kit	Erythroid	Erythroidpro
176	192	0.2377886756941712	Kitl_Kit	Erythroid	Hepatocyte
78	70	0.2586089276216507	Cd34_Selp	SEC	Erythroidpro
96	70	0.03162293932697208	Cd34_Selp	Myeloid	Erythroidpro
121	70	0.08334045391517829	Cd34_Selp	Myeloid	Erythroidpro
4	11	0.2212990806527246	Efnb2_Ephb4	Erythroidpro	SEC
