source_cell_idx	receptor_cell_idx	likelihood	ligand_recptor	source_cell_type	target_cell_type
47	160	0.04970467298133206	Angpt1_Tek	MK	Erythroid
62	77	0.011401188470156521	Angpt1_Tek	Erythroidpro	Erythroid
84	142	0.11513033338305545	Angpt1_Tek	Erythroid	Hepatocyte
107	142	0.10261932642024757	Angpt1_Tek	Erythroid	Hepatocyte
109	160	0.10275584153710302	Angpt1_Tek	Hepatocyte	Erythroid
117	142	0.021024497111998053	Angpt1_Tek	Erythroid	Hepatocyte
153	160	0.015730571884699816	Angpt1_Tek	Hepatocyte	Erythroid
159	151	0.1172358755542177	Angpt1_Tek	Erythroid	Hepatocyte
162	160	0.08796856109740135	Angpt1_Tek	Hepatocyte	Erythroid
172	77	0.02549547792654043	Angpt1_Tek	Erythroid	Erythroid
21	49	0.015393688637925817	Kitl_Kit	MK	Hepatocyte
21	87	0.01919865452273577	Kitl_Kit	MK	Erythroid
21	109	0.1407443396973514	Kitl_Kit	MK	Hepatocyte
27	41	0.012421800845070632	Kitl_Kit	Hepatocyte	Erythroid
27	63	0.11182161273292526	Kitl_Kit	Hepatocyte	Erythroid
44	32	0.02216189079507011	Kitl_Kit	Erythroid	Hepatocyte
44	62	0.22076561056684396	Kitl_Kit	Erythroid	Erythroidpro
82	48	0.19105660715647774	Kitl_Kit	Hepatocyte	Erythroidpro
86	32	0.042971694333601436	Kitl_Kit	Erythroid	Hepatocyte
86	62	0.06466645149785819	Kitl_Kit	Erythroid	Erythroidpro
86	78	0.04306462712386202	Kitl_Kit	Erythroid	Erythroidpro
86	103	0.09028832336801469	Kitl_Kit	Erythroid	Erythroidpro
86	154	0.02035951058643423	Kitl_Kit	Erythroid	Erythroid
86	172	0.025050743662258665	Kitl_Kit	Erythroid	Erythroid
99	41	0.013104778595337948	Kitl_Kit	Erythroid	Erythroid
99	56	0.03757338355812876	Kitl_Kit	Erythroid	Hepatocyte
99	63	0.1686630330270232	Kitl_Kit	Erythroid	Erythroid
99	67	0.021722119956506854	Kitl_Kit	Erythroid	Hepatocyte
99	87	0.012913440581737755	Kitl_Kit	Erythroid	Erythroid
153	47	0.05972825577915938	Kitl_Kit	Hepatocyte	MK
153	75	0.07511577827123833	Kitl_Kit	Hepatocyte	Erythroidpro
153	87	0.01494459547917014	Kitl_Kit	Hepatocyte	Erythroid
153	107	0.28709935922442814	Kitl_Kit	Hepatocyte	Erythroid
153	126	0.027765631094584464	Kitl_Kit	Hepatocyte	Erythroid
153	181	0.026246423570969377	Kitl_Kit	Hepatocyte	Erythroid
153	194	0.04452510803525117	Kitl_Kit	Hepatocyte	Erythroid
171	103	0.08584948253315504	Kitl_Kit	Erythroid	Erythroidpro
171	121	0.024511962401870938	Kitl_Kit	Erythroid	Hepatocyte
171	127	0.09633685067393412	Kitl_Kit	Erythroid	Hepatocyte
171	135	0.017626158833243196	Kitl_Kit	Erythroid	Hepatocyte
171	178	0.1133905665033994	Kitl_Kit	Erythroid	Erythroidpro
172	32	0.040693525641320484	Kitl_Kit	Erythroid	Hepatocyte
172	103	0.1352774709719583	Kitl_Kit	Erythroid	Erythroidpro
172	114	0.019959407524236656	Kitl_Kit	Erythroid	Erythroid
172	121	0.01107569006458814	Kitl_Kit	Erythroid	Hepatocyte
172	127	0.013349961952923135	Kitl_Kit	Erythroid	Hepatocyte
86	62	0.055367838195555484	Cd34_Selp	Erythroid	Erythroidpro
98	155	0.12391048453888036	Cd34_Selp	Erythroid	Hepatocyte
98	191	0.019559035015446886	Cd34_Selp	Erythroid	Erythroid
150	191	0.06619528308772663	Cd34_Selp	Erythroidpro	Erythroid
21	142	0.033861511694480984	Cdh5_Cdh5	MK	Hepatocyte
38	51	0.15860472046994717	Cdh5_Cdh5	Erythroid	Erythroidpro
51	38	0.1586047301029515	Cdh5_Cdh5	Erythroidpro	Erythroid
142	21	0.033861511171551464	Cdh5_Cdh5	Hepatocyte	MK
